policy_short,policy_long,policy_year,category,description
scomm,Secure Communities,scomm_9,enforcement,"State activated its participation in Secure Communities, a federal data sharing program that ran from 2008-2014, reinstated in January 2017. State participation was initially understood to be voluntary, but became mandatory by 2013. Through Secure Communities, fingerprints submitted by local law enforcement agencies to the FBI are also shared with immigration enforcement agencies for checks against immigration databases. Depending on the result, immigration officials decide whether to take enforcement action, including issuing a detainer request."
scomm,Secure Communities,scomm_10,enforcement,"State activated its participation in Secure Communities, a federal data sharing program that ran from 2008-2014, reinstated in January 2017. State participation was initially understood to be voluntary, but became mandatory by 2013. Through Secure Communities, fingerprints submitted by local law enforcement agencies to the FBI are also shared with immigration enforcement agencies for checks against immigration databases. Depending on the result, immigration officials decide whether to take enforcement action, including issuing a detainer request."
scomm,Secure Communities,scomm_11,enforcement,"State activated its participation in Secure Communities, a federal data sharing program that ran from 2008-2014, reinstated in January 2017. State participation was initially understood to be voluntary, but became mandatory by 2013. Through Secure Communities, fingerprints submitted by local law enforcement agencies to the FBI are also shared with immigration enforcement agencies for checks against immigration databases. Depending on the result, immigration officials decide whether to take enforcement action, including issuing a detainer request."
scomm,Secure Communities,scomm_12,enforcement,"State activated its participation in Secure Communities, a federal data sharing program that ran from 2008-2014, reinstated in January 2017. State participation was initially understood to be voluntary, but became mandatory by 2013. Through Secure Communities, fingerprints submitted by local law enforcement agencies to the FBI are also shared with immigration enforcement agencies for checks against immigration databases. Depending on the result, immigration officials decide whether to take enforcement action, including issuing a detainer request."
scomm,Secure Communities,scomm_13,enforcement,"State activated its participation in Secure Communities, a federal data sharing program that ran from 2008-2014, reinstated in January 2017. State participation was initially understood to be voluntary, but became mandatory by 2013. Through Secure Communities, fingerprints submitted by local law enforcement agencies to the FBI are also shared with immigration enforcement agencies for checks against immigration databases. Depending on the result, immigration officials decide whether to take enforcement action, including issuing a detainer request."
scomm,Secure Communities,scomm_14,enforcement,"State activated its participation in Secure Communities, a federal data sharing program that ran from 2008-2014, reinstated in January 2017. State participation was initially understood to be voluntary, but became mandatory by 2013. Through Secure Communities, fingerprints submitted by local law enforcement agencies to the FBI are also shared with immigration enforcement agencies for checks against immigration databases. Depending on the result, immigration officials decide whether to take enforcement action, including issuing a detainer request."
scomm,Secure Communities,scomm_15,enforcement,"State activated its participation in Secure Communities, a federal data sharing program that ran from 2008-2014, reinstated in January 2017. State participation was initially understood to be voluntary, but became mandatory by 2013. Through Secure Communities, fingerprints submitted by local law enforcement agencies to the FBI are also shared with immigration enforcement agencies for checks against immigration databases. Depending on the result, immigration officials decide whether to take enforcement action, including issuing a detainer request."
scomm,Secure Communities,scomm_16,enforcement,"State activated its participation in Secure Communities, a federal data sharing program that ran from 2008-2014, reinstated in January 2017. State participation was initially understood to be voluntary, but became mandatory by 2013. Through Secure Communities, fingerprints submitted by local law enforcement agencies to the FBI are also shared with immigration enforcement agencies for checks against immigration databases. Depending on the result, immigration officials decide whether to take enforcement action, including issuing a detainer request."
e-verify,E-Verify mandate,e-verify_0,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_1,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_2,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_3,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_4,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_5,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_6,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_7,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_8,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_9,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_10,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_11,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_12,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_13,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_14,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_15,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
e-verify,E-Verify mandate,e-verify_16,enforcement,"State has a policy to mandate that some or all employers use E-Verify, an electronic verification system that confirms the employment eligibility of workers. Most states that mandate E-Verify require it for either public workers and state contractors, or for all employers with at least a certain number of employees."
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_0,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_1,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_2,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_3,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_4,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_5,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_6,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_7,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_8,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_9,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_10,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_11,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_12,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_13,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_14,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_15,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
ban-e-verify,Prohibits local E-Verify mandates,ban-e-verify_16,enforcement,"State has a policy to block cities, counties, or other jurisdictions from requiring employers to use E-Verify, an electronic verification system that confirms the employment eligibility of workers.Î¾"
omnibus,Omnibus immigration bill ,omnibus_0,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_1,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_2,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_3,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_4,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_5,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_6,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_7,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_8,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_9,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_10,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_11,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_12,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_13,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_14,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_15,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
omnibus,Omnibus immigration bill ,omnibus_16,enforcement,"State passedÎ¾ an omnibus immigration bill that includes multiple enforcement-related measures, such as ArizonaŠ—Ès SB1070 and copycat bills in several states."
detainer,Limited cooperation with ICE detainer requests,detainer_0,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_1,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_2,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_3,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_4,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_5,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_6,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_7,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_8,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_9,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_10,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_11,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_12,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_13,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_14,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_15,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
detainer,Limited cooperation with ICE detainer requests,detainer_16,enforcement,"Either the state, or some or all of the highest immigrant-population counties in the state, have a policy to not honor some or all Immigration and Customs Enforcement (ICE) detainer requests. ICE detainers are written requests to local jails and law enforcement agencies requesting that they hold  individuals for an additional 48 hours after their release date, to give ICE time to process the case and decide whether to take the individual into federal custody for removal."
cash,Cash assistance for LPRs during 5-year bar,cash_0,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_1,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_2,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_3,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_4,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_5,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_6,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_7,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_8,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_9,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_10,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_11,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_12,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_13,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_14,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_15,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
cash,Cash assistance for LPRs during 5-year bar,cash_16,public_benefits,"State funds Temporary Assistance for Needy Families (TANF)-like cash assistance for Lawful Permanent Residents (LPRs) during their first five years with this status. TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_0,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_1,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_2,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_3,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_4,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_5,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_6,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_7,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_8,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_9,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_10,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_11,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_12,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
tanf,TANF for LPRs after 5-year bar,tanf_13,public_benefits,"State provides Temporary Assistance for Needy Families (TANF) to Lawful Permanent Residents (LPRs) after their first five years with this status. Although federal funding is available, a few states deny TANF to LPRs even after the five-year waiting period.  TANF provides cash assistance and supportive services for a limited period to low-income families with children, to pay for living expenses."
